Date,Description,Category,Amount,Balance,Type
2025-02-22,Interest Credit,Savings Interest,29858,-8214012,Credit
2025-04-16,Flipkart Order,Shopping,-1488,-8215500,Debit
2024-10-13,Electricity Bill,Utilities,-8042,-8223542,Debit
2024-04-18,Salary Credit,Income,1812,-8221730,Credit
2025-04-29,Electricity Bill,Utilities,-6741,-8228471,Debit
2024-04-24,FD Interest,Savings Interest,4891,-8223580,Credit
2024-11-13,Medical Store,Health,-9390,-8232970,Debit
2025-02-11,Salary Credit,Income,8481,-8224489,Credit
2024-02-06,Medical Store,Health,-226,-8224715,Debit
2024-08-20,Interest Credit,Savings Interest,1553,-8223162,Credit
2025-04-13,Received from Rahul,Transfer,-8129,-8231291,Debit
2025-05-14,Amazon Purchase,Shopping,-3082,-8234373,Debit
2025-03-06,Received from Rahul,Transfer,-1540,-8235913,Debit
2024-11-18,Interest Credit,Savings Interest,15993,-8219920,Credit
2024-05-01,Water Bill,Utilities,-8350,-8228270,Debit
2024-06-10,Doctor Visit,Health,-7420,-8235690,Debit
2025-04-08,ATM Withdrawal,Cash,-4456,-8240146,Debit
2024-06-07,UPI to Friend,Transfer,-3385,-8243531,Debit
2024-02-19,Medical Store,Health,-5595,-8249126,Debit
2024-09-14,Flipkart Order,Shopping,-2602,-8251728,Debit
2024-05-08,Electricity Bill,Utilities,-7392,-8259120,Debit
2024-06-21,Doctor Visit,Health,-798,-8259918,Debit
2024-03-31,Electricity Bill,Utilities,-1005,-8260923,Debit
2024-04-16,Amazon Purchase,Shopping,-9416,-8270339,Debit
2024-07-26,Petrol,Transport,-4928,-8275267,Debit
2024-09-21,Flipkart Order,Shopping,-6594,-8281861,Debit
2024-07-25,Cash Deposit,Cash,-8357,-8290218,Debit
2024-03-14,Movie Tickets,Entertainment,-3680,-8293898,Debit
2024-09-13,Swiggy,Food,-2529,-8296427,Debit
2024-11-05,Flipkart Order,Shopping,-6807,-8303234,Debit
2024-08-06,Bank Transfer,Transfer,-3866,-8307100,Debit
2024-10-11,Cash Deposit,Cash,-6944,-8314044,Debit
2025-04-15,Electronics,Shopping,-8474,-8322518,Debit
2024-05-26,Bank Transfer,Transfer,-6175,-8328693,Debit
2024-08-30,Internet Recharge,Utilities,-650,-8329343,Debit
2024-08-02,Cafe Coffee Day,Food,-7680,-8337023,Debit
2024-11-19,Cafe Coffee Day,Food,-6317,-8343340,Debit
2024-03-16,ATM Withdrawal,Cash,-6889,-8350229,Debit
2024-02-25,Myntra Shopping,Shopping,-8311,-8358540,Debit
2024-10-29,Movie Tickets,Entertainment,-7191,-8365731,Debit
2025-03-20,Refund,Income,24199,-8341532,Credit
2024-08-24,Uber Ride,Transport,-320,-8341852,Debit
2024-03-27,Water Bill,Utilities,-825,-8342677,Debit
2025-04-27,Medical Store,Health,-775,-8343452,Debit
2024-06-07,Water Bill,Utilities,-7644,-8351096,Debit
2025-04-02,Restaurant Bill,Food,-6038,-8357134,Debit
2025-04-14,Water Bill,Utilities,-3422,-8360556,Debit
2024-12-07,Doctor Visit,Health,-4775,-8365331,Debit
2024-12-05,ATM Withdrawal,Cash,-464,-8365795,Debit
2024-12-30,Cafe Coffee Day,Food,-9194,-8374989,Debit
2024-02-07,Interest Credit,Savings Interest,5832,-8369157,Credit
2024-07-16,YouTube Premium,Entertainment,-3334,-8372491,Debit
2024-05-28,Medical Store,Health,-1838,-8374329,Debit
2025-01-06,Bank Transfer,Transfer,-1236,-8375565,Debit
2025-02-25,Amazon Purchase,Shopping,-7251,-8382816,Debit
2025-02-22,Internet Recharge,Utilities,-9397,-8392213,Debit
2024-01-28,Petrol,Transport,-8862,-8401075,Debit
2024-02-18,Refund,Income,17199,-8383876,Credit
2024-01-17,Zomato Order,Food,-6183,-8390059,Debit
2024-03-19,Salary Credit,Income,16558,-8373501,Credit
2024-01-04,Doctor Visit,Health,-7648,-8381149,Debit
2024-01-28,Interest Credit,Savings Interest,8868,-8372281,Credit
2024-01-14,Movie Tickets,Entertainment,-2689,-8374970,Debit
2025-03-05,UPI to Friend,Transfer,-8442,-8383412,Debit
2024-09-23,YouTube Premium,Entertainment,-9190,-8392602,Debit
2025-01-18,FD Interest,Savings Interest,1955,-8390647,Credit
2024-03-14,Amazon Purchase,Shopping,-848,-8391495,Debit
2024-01-23,Salary Credit,Income,2061,-8389434,Credit
2024-03-08,Received from Rahul,Transfer,-6189,-8395623,Debit
2024-08-02,Flipkart Order,Shopping,-7045,-8402668,Debit
2025-03-05,Petrol,Transport,-2423,-8405091,Debit
2025-05-15,Doctor Visit,Health,-1616,-8406707,Debit
2025-05-02,Electricity Bill,Utilities,-3332,-8410039,Debit
2024-07-28,Bonus,Income,24164,-8385875,Credit
2024-04-20,Zomato Order,Food,-193,-8386068,Debit
2024-08-12,FD Interest,Savings Interest,19777,-8366291,Credit
2024-11-15,Refund,Income,27251,-8339040,Credit
2025-03-02,Interest Credit,Savings Interest,8169,-8330871,Credit
2024-10-04,Movie Tickets,Entertainment,-5798,-8336669,Debit
2024-10-24,Zomato Order,Food,-5814,-8342483,Debit
2025-03-31,Doctor Visit,Health,-3055,-8345538,Debit
2024-01-10,Internet Recharge,Utilities,-6831,-8352369,Debit
2024-05-13,YouTube Premium,Entertainment,-9795,-8362164,Debit
2024-08-31,Train Ticket,Transport,-3996,-8366160,Debit
2025-04-13,Zomato Order,Food,-6526,-8372686,Debit
2025-04-16,Petrol,Transport,-681,-8373367,Debit
2025-03-25,Water Bill,Utilities,-9360,-8382727,Debit
2024-10-10,Salary Credit,Income,22096,-8360631,Credit
2024-04-02,ATM Withdrawal,Cash,-1871,-8362502,Debit
2024-05-08,Zomato Order,Food,-4109,-8366611,Debit
2024-06-15,Interest Credit,Savings Interest,11549,-8355062,Credit
2025-03-04,FD Interest,Savings Interest,21812,-8333250,Credit
2024-02-27,Bank Transfer,Transfer,-5939,-8339189,Debit
2024-06-10,ATM Withdrawal,Cash,-9181,-8348370,Debit
2024-10-06,Cash Deposit,Cash,-193,-8348563,Debit
2024-08-12,UPI to Friend,Transfer,-7664,-8356227,Debit
2024-06-18,Flipkart Order,Shopping,-7602,-8363829,Debit
2024-11-29,Bank Transfer,Transfer,-1398,-8365227,Debit
2024-10-08,Spotify,Entertainment,-8379,-8373606,Debit
2024-09-22,Refund,Income,20222,-8353384,Credit
2024-04-13,ATM Withdrawal,Cash,-4449,-8357833,Debit
2024-02-27,UPI to Friend,Transfer,-4338,-8362171,Debit
2025-01-05,Refund,Income,14219,-8347952,Credit
2024-09-02,FD Interest,Savings Interest,19457,-8328495,Credit
2024-07-23,Swiggy,Food,-4727,-8333222,Debit
2024-10-17,Refund,Income,1954,-8331268,Credit
2024-07-08,Train Ticket,Transport,-8809,-8340077,Debit
2024-05-16,Myntra Shopping,Shopping,-9356,-8349433,Debit
2024-03-13,Freelance Payment,Income,15047,-8334386,Credit
2024-01-12,YouTube Premium,Entertainment,-4798,-8339184,Debit
2025-04-10,ATM Withdrawal,Cash,-125,-8339309,Debit
2024-04-13,Amazon Purchase,Shopping,-5006,-8344315,Debit
2024-02-01,Zomato Order,Food,-1560,-8345875,Debit
2025-05-13,Bank Transfer,Transfer,-9994,-8355869,Debit
2024-07-17,Petrol,Transport,-776,-8356645,Debit
2024-07-19,Flipkart Order,Shopping,-7609,-8364254,Debit
2024-09-18,Salary Credit,Income,13585,-8350669,Credit
2024-10-07,Myntra Shopping,Shopping,-1922,-8352591,Debit
2025-03-21,Freelance Payment,Income,5536,-8347055,Credit
2024-11-05,Uber Ride,Transport,-9806,-8356861,Debit
2024-08-09,Restaurant Bill,Food,-8980,-8365841,Debit
2025-02-10,Electronics,Shopping,-7244,-8373085,Debit
2024-05-22,Received from Rahul,Transfer,-5516,-8378601,Debit
2024-05-03,Petrol,Transport,-6169,-8384770,Debit
2024-03-16,Uber Ride,Transport,-434,-8385204,Debit
2025-05-11,Amazon Purchase,Shopping,-5392,-8390596,Debit
2024-09-07,Interest Credit,Savings Interest,12026,-8378570,Credit
2024-02-09,Freelance Payment,Income,27072,-8351498,Credit
2024-08-20,Spotify,Entertainment,-7925,-8359423,Debit
2024-11-28,Water Bill,Utilities,-9673,-8369096,Debit
2024-08-04,YouTube Premium,Entertainment,-1267,-8370363,Debit
2024-02-07,Interest Credit,Savings Interest,14398,-8355965,Credit
2024-08-21,Cafe Coffee Day,Food,-904,-8356869,Debit
2024-01-14,Flipkart Order,Shopping,-9991,-8366860,Debit
2024-11-12,Myntra Shopping,Shopping,-9747,-8376607,Debit
2025-05-01,Bank Transfer,Transfer,-6878,-8383485,Debit
2024-03-16,Movie Tickets,Entertainment,-5586,-8389071,Debit
2025-04-18,Cash Deposit,Cash,-3758,-8392829,Debit
2024-12-19,Bonus,Income,23519,-8369310,Credit
2025-01-18,Cash Deposit,Cash,-3558,-8372868,Debit
2024-01-27,Bank Transfer,Transfer,-8407,-8381275,Debit
2025-02-12,UPI to Friend,Transfer,-6098,-8387373,Debit
2024-07-27,Internet Recharge,Utilities,-8348,-8395721,Debit
2024-01-12,Amazon Purchase,Shopping,-2287,-8398008,Debit
2024-01-31,Cafe Coffee Day,Food,-3653,-8401661,Debit
2024-04-27,Interest Credit,Savings Interest,1879,-8399782,Credit
2025-02-26,ATM Withdrawal,Cash,-947,-8400729,Debit
2024-08-01,UPI to Friend,Transfer,-2218,-8402947,Debit
2024-03-26,Myntra Shopping,Shopping,-676,-8403623,Debit
2024-10-12,Amazon Purchase,Shopping,-5901,-8409524,Debit
2025-04-22,Internet Recharge,Utilities,-9354,-8418878,Debit
2024-12-22,FD Interest,Savings Interest,689,-8418189,Credit
2024-03-21,Cash Deposit,Cash,-2247,-8420436,Debit
2025-04-16,Doctor Visit,Health,-3135,-8423571,Debit
2025-03-15,Refund,Income,16879,-8406692,Credit
2025-01-30,Cafe Coffee Day,Food,-1783,-8408475,Debit
2025-01-01,Doctor Visit,Health,-7984,-8416459,Debit
2025-03-04,Uber Ride,Transport,-5119,-8421578,Debit
2024-12-19,Medical Store,Health,-7603,-8429181,Debit
2024-01-26,Salary Credit,Income,1790,-8427391,Credit
2025-01-01,UPI to Friend,Transfer,-6235,-8433626,Debit
2024-11-22,Uber Ride,Transport,-9885,-8443511,Debit
2024-12-09,Train Ticket,Transport,-3401,-8446912,Debit
2024-02-22,Received from Rahul,Transfer,-2978,-8449890,Debit
2025-01-22,Interest Credit,Savings Interest,790,-8449100,Credit
2024-03-20,Petrol,Transport,-6257,-8455357,Debit
2024-01-10,Doctor Visit,Health,-3944,-8459301,Debit
2025-02-16,Doctor Visit,Health,-6484,-8465785,Debit
2024-02-28,Doctor Visit,Health,-7438,-8473223,Debit
2024-03-11,Salary Credit,Income,20550,-8452673,Credit
2024-02-29,Electronics,Shopping,-6416,-8459089,Debit
2024-12-25,Medical Store,Health,-2065,-8461154,Debit
2024-01-22,Amazon Purchase,Shopping,-2152,-8463306,Debit
2025-03-28,Salary Credit,Income,18506,-8444800,Credit
2024-01-23,Uber Ride,Transport,-1151,-8445951,Debit
2025-01-07,Bonus,Income,12089,-8433862,Credit
2025-04-04,Movie Tickets,Entertainment,-2169,-8436031,Debit
2024-01-22,Salary Credit,Income,12954,-8423077,Credit
2025-05-03,Electricity Bill,Utilities,-4554,-8427631,Debit
2025-03-31,Zomato Order,Food,-3595,-8431226,Debit
2024-10-19,Doctor Visit,Health,-1175,-8432401,Debit
2024-05-09,Received from Rahul,Transfer,-4275,-8436676,Debit
2024-12-04,Flipkart Order,Shopping,-5987,-8442663,Debit
2024-08-12,Salary Credit,Income,15186,-8427477,Credit
2025-05-07,Refund,Income,13137,-8414340,Credit
2024-11-16,Interest Credit,Savings Interest,25814,-8388526,Credit
2024-10-29,Movie Tickets,Entertainment,-2980,-8391506,Debit
2024-01-05,Bank Transfer,Transfer,-9950,-8401456,Debit
2024-01-07,Swiggy,Food,-2500,-8403956,Debit
2024-03-29,Movie Tickets,Entertainment,-9601,-8413557,Debit
2024-05-15,Cafe Coffee Day,Food,-2996,-8416553,Debit
2024-01-14,Freelance Payment,Income,25309,-8391244,Credit
2024-01-05,Water Bill,Utilities,-6514,-8397758,Debit
2024-10-30,Water Bill,Utilities,-1719,-8399477,Debit
2024-03-07,Cash Deposit,Cash,-592,-8400069,Debit
2025-03-15,Myntra Shopping,Shopping,-9198,-8409267,Debit
2025-03-09,Electricity Bill,Utilities,-2071,-8411338,Debit
2025-01-01,Cafe Coffee Day,Food,-9676,-8421014,Debit
2024-07-02,UPI to Friend,Transfer,-9752,-8430766,Debit
2025-01-08,Train Ticket,Transport,-1698,-8432464,Debit
2025-01-06,Petrol,Transport,-2049,-8434513,Debit
2024-10-02,UPI to Friend,Transfer,-1153,-8435666,Debit
2024-01-24,Flipkart Order,Shopping,-2609,-8438275,Debit
2024-12-24,Interest Credit,Savings Interest,12055,-8426220,Credit
2024-02-26,Bank Transfer,Transfer,-9911,-8436131,Debit
2025-02-01,Movie Tickets,Entertainment,-6386,-8442517,Debit
2025-01-26,Cafe Coffee Day,Food,-2370,-8444887,Debit
2024-06-24,UPI to Friend,Transfer,-4639,-8449526,Debit
2024-04-18,Electricity Bill,Utilities,-3984,-8453510,Debit
2025-02-28,Amazon Purchase,Shopping,-4526,-8458036,Debit
2024-08-12,Bonus,Income,28979,-8429057,Credit
2024-12-14,Restaurant Bill,Food,-6589,-8435646,Debit
2024-06-13,Salary Credit,Income,16868,-8418778,Credit
2024-08-15,Flipkart Order,Shopping,-6450,-8425228,Debit
2024-12-20,Amazon Purchase,Shopping,-2708,-8427936,Debit
2024-10-08,Water Bill,Utilities,-5592,-8433528,Debit
2024-11-12,Refund,Income,28201,-8405327,Credit
2024-04-30,ATM Withdrawal,Cash,-5256,-8410583,Debit
2024-02-24,Interest Credit,Savings Interest,14108,-8396475,Credit
2024-02-01,Interest Credit,Savings Interest,17885,-8378590,Credit
2024-10-07,Uber Ride,Transport,-5968,-8384558,Debit
2024-08-20,Bonus,Income,24412,-8360146,Credit
2024-05-02,Internet Recharge,Utilities,-7745,-8367891,Debit
2024-07-14,Electricity Bill,Utilities,-9557,-8377448,Debit
2024-06-09,Internet Recharge,Utilities,-306,-8377754,Debit
2024-08-10,Water Bill,Utilities,-8916,-8386670,Debit
2024-06-11,Uber Ride,Transport,-3246,-8389916,Debit
2025-01-25,Electronics,Shopping,-3451,-8393367,Debit
2024-05-13,Medical Store,Health,-4881,-8398248,Debit
2024-09-28,Interest Credit,Savings Interest,28630,-8369618,Credit
2024-04-12,Amazon Purchase,Shopping,-8847,-8378465,Debit
2024-10-25,Amazon Purchase,Shopping,-8602,-8387067,Debit
2024-06-07,Freelance Payment,Income,17262,-8369805,Credit
2024-08-25,Swiggy,Food,-1077,-8370882,Debit
2025-01-25,Restaurant Bill,Food,-9759,-8380641,Debit
2025-05-15,Flipkart Order,Shopping,-4334,-8384975,Debit
2024-02-10,Zomato Order,Food,-8430,-8393405,Debit
2024-04-12,Cash Deposit,Cash,-155,-8393560,Debit
2024-02-20,Spotify,Entertainment,-7093,-8400653,Debit
2024-05-07,Interest Credit,Savings Interest,19527,-8381126,Credit
2024-03-26,Spotify,Entertainment,-6383,-8387509,Debit
2024-04-20,Spotify,Entertainment,-5618,-8393127,Debit
2024-06-22,Bank Transfer,Transfer,-6372,-8399499,Debit
2025-02-07,UPI to Friend,Transfer,-9634,-8409133,Debit
2025-04-21,Train Ticket,Transport,-5898,-8415031,Debit
2024-01-29,Cash Deposit,Cash,-2588,-8417619,Debit
2024-04-03,Refund,Income,24428,-8393191,Credit
2024-10-18,Uber Ride,Transport,-4439,-8397630,Debit
2025-02-16,Petrol,Transport,-4606,-8402236,Debit
2024-01-22,Refund,Income,18701,-8383535,Credit
2024-02-27,Interest Credit,Savings Interest,24661,-8358874,Credit
2024-08-06,Cafe Coffee Day,Food,-6941,-8365815,Debit
2025-02-18,Amazon Purchase,Shopping,-6964,-8372779,Debit
2025-02-23,Amazon Purchase,Shopping,-9789,-8382568,Debit
2024-02-19,Zomato Order,Food,-5529,-8388097,Debit
2024-06-02,Salary Credit,Income,10653,-8377444,Credit
2025-03-29,ATM Withdrawal,Cash,-9794,-8387238,Debit
2025-03-22,Freelance Payment,Income,10552,-8376686,Credit
2024-07-15,Medical Store,Health,-6702,-8383388,Debit
2024-04-08,Refund,Income,22454,-8360934,Credit
2024-09-13,ATM Withdrawal,Cash,-4447,-8365381,Debit
2024-02-26,Interest Credit,Savings Interest,27829,-8337552,Credit
2024-07-19,Myntra Shopping,Shopping,-5217,-8342769,Debit
2024-04-09,ATM Withdrawal,Cash,-5934,-8348703,Debit
2024-03-31,Doctor Visit,Health,-2106,-8350809,Debit
2024-12-08,Interest Credit,Savings Interest,19758,-8331051,Credit
2024-08-18,Petrol,Transport,-5423,-8336474,Debit
2024-09-03,Electronics,Shopping,-8576,-8345050,Debit
2024-11-21,Internet Recharge,Utilities,-4093,-8349143,Debit
2024-02-03,ATM Withdrawal,Cash,-4742,-8353885,Debit
2024-09-08,Electronics,Shopping,-1676,-8355561,Debit
2024-05-19,Swiggy,Food,-3612,-8359173,Debit
2024-05-19,Water Bill,Utilities,-8216,-8367389,Debit
2025-01-04,Interest Credit,Savings Interest,17580,-8349809,Credit
2024-04-20,Movie Tickets,Entertainment,-6478,-8356287,Debit
2025-03-04,Bank Transfer,Transfer,-2776,-8359063,Debit
2024-12-03,Medical Store,Health,-4324,-8363387,Debit
2025-01-24,Spotify,Entertainment,-5644,-8369031,Debit
2024-06-04,Medical Store,Health,-8655,-8377686,Debit
2024-01-04,Internet Recharge,Utilities,-8269,-8385955,Debit
2025-03-09,Medical Store,Health,-1007,-8386962,Debit
2025-04-23,FD Interest,Savings Interest,8945,-8378017,Credit
2024-06-07,FD Interest,Savings Interest,10146,-8367871,Credit
2024-09-18,Amazon Purchase,Shopping,-5617,-8373488,Debit
2024-06-12,Refund,Income,7931,-8365557,Credit
2025-03-28,Interest Credit,Savings Interest,16140,-8349417,Credit
2024-05-31,Petrol,Transport,-414,-8349831,Debit
2025-05-04,Uber Ride,Transport,-4487,-8354318,Debit
2024-01-25,UPI to Friend,Transfer,-469,-8354787,Debit
2025-05-14,UPI to Friend,Transfer,-2021,-8356808,Debit
2024-06-23,UPI to Friend,Transfer,-409,-8357217,Debit
2024-06-22,Bonus,Income,16826,-8340391,Credit
2024-05-14,Cash Deposit,Cash,-1319,-8341710,Debit
2025-05-10,FD Interest,Savings Interest,20149,-8321561,Credit
2024-06-29,Bonus,Income,28534,-8293027,Credit
2024-07-02,Electricity Bill,Utilities,-5062,-8298089,Debit
2025-04-08,Internet Recharge,Utilities,-1605,-8299694,Debit
2025-03-03,YouTube Premium,Entertainment,-4596,-8304290,Debit
2025-03-28,Received from Rahul,Transfer,-7169,-8311459,Debit
2024-07-31,Uber Ride,Transport,-217,-8311676,Debit
2024-10-26,ATM Withdrawal,Cash,-9373,-8321049,Debit
2024-12-05,Movie Tickets,Entertainment,-4257,-8325306,Debit
2024-07-28,FD Interest,Savings Interest,8980,-8316326,Credit
2025-01-21,UPI to Friend,Transfer,-1984,-8318310,Debit
2024-01-18,Train Ticket,Transport,-9343,-8327653,Debit
2024-07-14,Refund,Income,29403,-8298250,Credit
2024-04-17,Interest Credit,Savings Interest,23119,-8275131,Credit
2024-08-29,Freelance Payment,Income,15961,-8259170,Credit
2024-04-02,Medical Store,Health,-7129,-8266299,Debit
2025-05-08,YouTube Premium,Entertainment,-3662,-8269961,Debit
2024-03-03,Medical Store,Health,-2519,-8272480,Debit
2025-03-15,Train Ticket,Transport,-2929,-8275409,Debit
2024-08-16,Restaurant Bill,Food,-1270,-8276679,Debit
2024-04-16,ATM Withdrawal,Cash,-4872,-8281551,Debit
2024-04-06,Swiggy,Food,-5015,-8286566,Debit
2025-02-10,Water Bill,Utilities,-8809,-8295375,Debit
2025-03-20,Freelance Payment,Income,22293,-8273082,Credit
2025-04-14,Movie Tickets,Entertainment,-8248,-8281330,Debit
2025-02-22,Train Ticket,Transport,-9600,-8290930,Debit
2024-02-29,Internet Recharge,Utilities,-1934,-8292864,Debit
2025-02-27,Internet Recharge,Utilities,-9049,-8301913,Debit
2024-05-03,Interest Credit,Savings Interest,25392,-8276521,Credit
2025-04-28,ATM Withdrawal,Cash,-8329,-8284850,Debit
2024-12-18,Spotify,Entertainment,-3626,-8288476,Debit
2024-11-01,FD Interest,Savings Interest,19129,-8269347,Credit
2024-09-26,Bonus,Income,14918,-8254429,Credit
2024-04-12,Salary Credit,Income,24774,-8229655,Credit
2025-02-28,Water Bill,Utilities,-664,-8230319,Debit
2024-09-18,FD Interest,Savings Interest,19929,-8210390,Credit
2024-10-31,Electricity Bill,Utilities,-8696,-8219086,Debit
2024-06-30,YouTube Premium,Entertainment,-424,-8219510,Debit
2025-01-16,Freelance Payment,Income,1435,-8218075,Credit
2025-04-16,Petrol,Transport,-1496,-8219571,Debit
2024-01-21,Salary Credit,Income,2216,-8217355,Credit
2024-03-11,FD Interest,Savings Interest,28676,-8188679,Credit
2024-04-09,YouTube Premium,Entertainment,-1033,-8189712,Debit
2025-04-30,Doctor Visit,Health,-3861,-8193573,Debit
2024-11-27,Swiggy,Food,-2274,-8195847,Debit
2024-07-20,Doctor Visit,Health,-7836,-8203683,Debit
2024-12-01,Petrol,Transport,-5857,-8209540,Debit
2024-04-06,Bank Transfer,Transfer,-2212,-8211752,Debit
2024-04-09,Cafe Coffee Day,Food,-460,-8212212,Debit
2024-09-25,Train Ticket,Transport,-2175,-8214387,Debit
2024-12-13,Electricity Bill,Utilities,-9310,-8223697,Debit
2024-04-12,Train Ticket,Transport,-4843,-8228540,Debit
2025-01-19,Bank Transfer,Transfer,-6149,-8234689,Debit
2024-08-09,Interest Credit,Savings Interest,7334,-8227355,Credit
2024-07-01,Interest Credit,Savings Interest,4412,-8222943,Credit
2024-11-21,Train Ticket,Transport,-8384,-8231327,Debit
2024-06-03,Received from Rahul,Transfer,-1594,-8232921,Debit
2024-09-18,Train Ticket,Transport,-6208,-8239129,Debit
2024-03-14,Uber Ride,Transport,-8509,-8247638,Debit
2024-05-12,Uber Ride,Transport,-9506,-8257144,Debit
2024-07-22,Doctor Visit,Health,-7712,-8264856,Debit
2024-06-27,Swiggy,Food,-5809,-8270665,Debit
2024-03-21,ATM Withdrawal,Cash,-8601,-8279266,Debit
2024-03-20,Cafe Coffee Day,Food,-5343,-8284609,Debit
2024-07-19,Water Bill,Utilities,-1996,-8286605,Debit
2025-05-10,Restaurant Bill,Food,-3501,-8290106,Debit
2024-03-19,Medical Store,Health,-6708,-8296814,Debit
2024-12-10,Cash Deposit,Cash,-3082,-8299896,Debit
2024-02-18,Amazon Purchase,Shopping,-3875,-8303771,Debit
2025-04-02,Myntra Shopping,Shopping,-4092,-8307863,Debit
2024-02-20,Electronics,Shopping,-9653,-8317516,Debit
2025-03-20,Uber Ride,Transport,-8498,-8326014,Debit
2025-04-09,UPI to Friend,Transfer,-9367,-8335381,Debit
2024-09-24,UPI to Friend,Transfer,-6417,-8341798,Debit
2024-01-23,Amazon Purchase,Shopping,-6140,-8347938,Debit
2024-10-03,Restaurant Bill,Food,-9743,-8357681,Debit
2024-03-18,Interest Credit,Savings Interest,19939,-8337742,Credit
2024-11-06,Movie Tickets,Entertainment,-2234,-8339976,Debit
2024-01-12,Myntra Shopping,Shopping,-5592,-8345568,Debit
2025-02-19,Interest Credit,Savings Interest,27615,-8317953,Credit
2025-01-30,YouTube Premium,Entertainment,-4280,-8322233,Debit
2025-02-01,UPI to Friend,Transfer,-3675,-8325908,Debit
2024-09-12,Cash Deposit,Cash,-7171,-8333079,Debit
2024-05-26,UPI to Friend,Transfer,-9242,-8342321,Debit
